,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94,val95,lab95,val96,lab96,val97,lab97,val98,lab98,val99,lab99,val100,lab100
302,8128,m4c20,How much of legally agreed upon child support has father actually paid?,C20.        How much of this legally agreed upon child support has (FATHER) actually paid—USE MOST RECENT:  (since [DATE IN C13B/since [DATE IN C15B/ in the past two years)?  Would you say he has paid….,C20.        How much of this legally agreed upon child support has (FATHER) actually paid—USE MOST RECENT:  (since [DATE IN C13B/since [DATE IN C15B/ in the past two years)?  Would you say he has paid….,1  -->  GO TO C20B,All of the amount agreed upon,2,"Some of the amount agreed upon, or",3  -->  GO TO C20B,None of the amount agree upon,-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,8129,m4c20a,How much of legally agreed upon child support has father paid? (range),C20.        How much of this legally agreed upon child support has (FATHER) actually paid—USE MOST RECENT:  (since [DATE IN C13B/since [DATE IN C15B/ in the past two years)?  Would you say he has paid….,C20A.      Can you tell me approximately how much he has paid? Was it . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,8130,m4c20b,Has father given money/financial support instead/in add to formal child support?,C20.        How much of this legally agreed upon child support has (FATHER) actually paid—USE MOST RECENT:  (since [DATE IN C13B/since [DATE IN C15B/ in the past two years)?  Would you say he has paid….,"C20B.      USE MOST RECENT:  (Since DATE IN C13B]/Since [DATE IN C15B]/In the past two years,) Has (FATHER) given money or other financial support to you directly (instead of/in addition to) paying formal child support?",1,YES,2  -->  GO TO C21,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,8131,m4c20c,"Not includ formal child support, how much money did you receive from father?",C20.        How much of this legally agreed upon child support has (FATHER) actually paid—USE MOST RECENT:  (since [DATE IN C13B/since [DATE IN C15B/ in the past two years)?  Would you say he has paid….,"C20C.     (Not including money that (FATHER) paid as part of the formal child support,) How much money did you receive from (FATHER) (since DATE IN C13B]/since [DATE IN C15B]/in the past 2 years)?",-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,8132,m4c20d,"Not includ formal child support, how much money you receive from father? (range)",C20.        How much of this legally agreed upon child support has (FATHER) actually paid—USE MOST RECENT:  (since [DATE IN C13B/since [DATE IN C15B/ in the past two years)?  Would you say he has paid….,C20D.     I just need a range.  Can you tell me if it was . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,8133,m4c21,Does father have arrears on child support he is supposed to pay to you?,"C21.        Does (FATHER) have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing birthing costs?","C21.        Does (FATHER) have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing birthing costs?",1,YES,2,NO,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,8134,m4c21a,What is the amount of the arrears?,"C21.        Does (FATHER) have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing birthing costs?",C21A.      What is the amount of the arrears?,-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,8135,m4c21b,What is the amount of the arrears - range?,"C21.        Does (FATHER) have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing birthing costs?",C21B.      I just need to have a range.  Can you tell me if it is . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,8136,m4c21c,Any action by welfare office/court/judge to get father pay child supp owes?,"C21.        Does (FATHER) have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing birthing costs?","C21C.     Has any action been taken by a welfare office, court, or judge to try to get (FATHER) to pay the child support he owes?",1,YES,2,NO,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,8137,m4c21d_1,What action taken: garnished father's wages?,C21D.     What action has been taken?,GARNISHED FATHER’S WAGES,1,GARNISHED FATHER’S WAGES,2,INCOME TAX REFUND,3,DRIVER’S LICENSE,4,SEIZED FATHER’S LIQUID ASSETS,5,PERSONAL PROPERTY,6,LICENSE,7,SENT FATHER TO PRISON OR JAIL,8,PUT FATHER ON PROBATION,9,OTHER (NOT SPECIFIED),101,WARRANT,102,COURT CASE,103,SENT LETTERS/PAPERS,104,FATHER MUST GET JOB,105,FATHER UNLOCATED,106,FATHER MUST PAY MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,8138,m4c21d_2,What action taken: seized father's income tax refund?,C21D.     What action has been taken?,INCOME TAX REFUND,1,GARNISHED FATHER’S WAGES,2,INCOME TAX REFUND,3,DRIVER’S LICENSE,4,SEIZED FATHER’S LIQUID ASSETS,5,PERSONAL PROPERTY,6,LICENSE,7,SENT FATHER TO PRISON OR JAIL,8,PUT FATHER ON PROBATION,9,OTHER (NOT SPECIFIED),101,WARRANT,102,COURT CASE,103,SENT LETTERS/PAPERS,104,FATHER MUST GET JOB,105,FATHER UNLOCATED,106,FATHER MUST PAY MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,8139,m4c21d_3,What action taken: suspend father's driver's license?,C21D.     What action has been taken?,DRIVER’S LICENSE,1,GARNISHED FATHER’S WAGES,2,INCOME TAX REFUND,3,DRIVER’S LICENSE,4,SEIZED FATHER’S LIQUID ASSETS,5,PERSONAL PROPERTY,6,LICENSE,7,SENT FATHER TO PRISON OR JAIL,8,PUT FATHER ON PROBATION,9,OTHER (NOT SPECIFIED),101,WARRANT,102,COURT CASE,103,SENT LETTERS/PAPERS,104,FATHER MUST GET JOB,105,FATHER UNLOCATED,106,FATHER MUST PAY MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,8140,m4c21d_4,What action taken: seized father's liquid assets?,C21D.     What action has been taken?,SEIZED FATHER’S LIQUID ASSETS,1,GARNISHED FATHER’S WAGES,2,INCOME TAX REFUND,3,DRIVER’S LICENSE,4,SEIZED FATHER’S LIQUID ASSETS,5,PERSONAL PROPERTY,6,LICENSE,7,SENT FATHER TO PRISON OR JAIL,8,PUT FATHER ON PROBATION,9,OTHER (NOT SPECIFIED),101,WARRANT,102,COURT CASE,103,SENT LETTERS/PAPERS,104,FATHER MUST GET JOB,105,FATHER UNLOCATED,106,FATHER MUST PAY MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,8141,m4c21d_5,What action taken: put a lien on father's personal property?,C21D.     What action has been taken?,PERSONAL PROPERTY,1,GARNISHED FATHER’S WAGES,2,INCOME TAX REFUND,3,DRIVER’S LICENSE,4,SEIZED FATHER’S LIQUID ASSETS,5,PERSONAL PROPERTY,6,LICENSE,7,SENT FATHER TO PRISON OR JAIL,8,PUT FATHER ON PROBATION,9,OTHER (NOT SPECIFIED),101,WARRANT,102,COURT CASE,103,SENT LETTERS/PAPERS,104,FATHER MUST GET JOB,105,FATHER UNLOCATED,106,FATHER MUST PAY MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,8142,m4c21d_6,What action taken: suspend father's business license?,C21D.     What action has been taken?,LICENSE,1,GARNISHED FATHER’S WAGES,2,INCOME TAX REFUND,3,DRIVER’S LICENSE,4,SEIZED FATHER’S LIQUID ASSETS,5,PERSONAL PROPERTY,6,LICENSE,7,SENT FATHER TO PRISON OR JAIL,8,PUT FATHER ON PROBATION,9,OTHER (NOT SPECIFIED),101,WARRANT,102,COURT CASE,103,SENT LETTERS/PAPERS,104,FATHER MUST GET JOB,105,FATHER UNLOCATED,106,FATHER MUST PAY MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,8143,m4c21d_7,What action taken: sent father to jail?,C21D.     What action has been taken?,SENT FATHER TO PRISON OR JAIL,1,GARNISHED FATHER’S WAGES,2,INCOME TAX REFUND,3,DRIVER’S LICENSE,4,SEIZED FATHER’S LIQUID ASSETS,5,PERSONAL PROPERTY,6,LICENSE,7,SENT FATHER TO PRISON OR JAIL,8,PUT FATHER ON PROBATION,9,OTHER (NOT SPECIFIED),101,WARRANT,102,COURT CASE,103,SENT LETTERS/PAPERS,104,FATHER MUST GET JOB,105,FATHER UNLOCATED,106,FATHER MUST PAY MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,8144,m4c21d_8,What action taken: put father on probation?,C21D.     What action has been taken?,PUT FATHER ON PROBATION,1,GARNISHED FATHER’S WAGES,2,INCOME TAX REFUND,3,DRIVER’S LICENSE,4,SEIZED FATHER’S LIQUID ASSETS,5,PERSONAL PROPERTY,6,LICENSE,7,SENT FATHER TO PRISON OR JAIL,8,PUT FATHER ON PROBATION,9,OTHER (NOT SPECIFIED),101,WARRANT,102,COURT CASE,103,SENT LETTERS/PAPERS,104,FATHER MUST GET JOB,105,FATHER UNLOCATED,106,FATHER MUST PAY MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,8145,m4c21d_9,What action taken: other?,C21D.     What action has been taken?,OTHER (NOT SPECIFIED),1,GARNISHED FATHER’S WAGES,2,INCOME TAX REFUND,3,DRIVER’S LICENSE,4,SEIZED FATHER’S LIQUID ASSETS,5,PERSONAL PROPERTY,6,LICENSE,7,SENT FATHER TO PRISON OR JAIL,8,PUT FATHER ON PROBATION,9,OTHER (NOT SPECIFIED),101,WARRANT,102,COURT CASE,103,SENT LETTERS/PAPERS,104,FATHER MUST GET JOB,105,FATHER UNLOCATED,106,FATHER MUST PAY MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,8146,m4c22,INT CHK: DO MOTHER AND FATHER LIVE TOGETHER?,C22.        DO MOTHER AND FATHER LIVE TOGETHER?,C22.        DO MOTHER AND FATHER LIVE TOGETHER?,1  -->  GO TO C23,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,8147,m4c22a,Does child support agreement specify visits between child and father?,C22.        DO MOTHER AND FATHER LIVE TOGETHER?,C22A.      Does the child support agreement specify anything about visits between (CHILD) and (FATHER)?,1,YES,2  -->  GO TO C23,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,8148,m4c22b,How many days per month is child supposed to spend with father?,C22.        DO MOTHER AND FATHER LIVE TOGETHER?,C22B.      How many days per month is (CHILD) supposed to spend with (FATHER)?,0,NONE,9,OTHER (NOT SPECIFIED),101,EVERY OTHER WEEK,102,WHENEVER HE WANTS,103,HOLIDAY VACATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,8149,m4c23,INT CHK: ARE MOTHER AND FATHER CURRENTLY MARRIED?,C23.        ARE MOTHER AND FATHER CURRENTLY MARRIED?,C23.        ARE MOTHER AND FATHER CURRENTLY MARRIED?,1  -->  GO TO C25C,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,8150,m4c24,INT CHK: DOES MOTHER HAVE A FORMAL AGREEMENT WITH FATHER?,C24.        DOES MOTHER HAVE A FORMAL AGREEMENT WITH FATHER?,C24.        DOES MOTHER HAVE A FORMAL AGREEMENT WITH FATHER?,1  -->  GO TO C25C,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,8151,m4c25,Has father paid anything toward child?s support in last year?,C25.        Has (FATHER) paid anything toward ([CHILD’s]/your children’s) support in the past twelve months?,C25.        Has (FATHER) paid anything toward ([CHILD’s]/your children’s) support in the past twelve months?,1,YES,2  -->  GO TO C25C,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,8152,m4c25a,How much have you received from father for child?s support in past 12 months?,C25.        Has (FATHER) paid anything toward ([CHILD’s]/your children’s) support in the past twelve months?,C25A.      How much (have you received from him/was paid) for ([CHILD’s]/your children’s) support in the past twelve months?,-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,8153,m4c25b,How much have you received from father for child's support in past 12 months? (r,C25.        Has (FATHER) paid anything toward ([CHILD’s]/your children’s) support in the past twelve months?,C25B.      I just need to have a range.  Can you tell me if it is . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-2,DON'T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,8154,m4c25c,INT CHK: DO MOTHER AND FATHER LIVE TOGETHER ALL OR monthsT OF THE TIME?,C25.        Has (FATHER) paid anything toward ([CHILD’s]/your children’s) support in the past twelve months?,C25C.     DO MOTHER AND FATHER LIVE TOGETHER ALL OR MOST OF THE TIME?,1  -->  GO TO C27,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,8155,m4c26a,How often does father buy clothes for child?,C26.        I am going to read you a list of things that children need.  Please tell me how often (FATHER) buys these for (CHILD).,C26A.,,Clothes for   (CHILD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,8156,m4c26b,How often does father buy toys for child?,C26.        I am going to read you a list of things that children need.  Please tell me how often (FATHER) buys these for (CHILD).,C26B.,,Toys for   (CHILD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,8157,m4c26c,How often does father buy medicine for child?,C26.        I am going to read you a list of things that children need.  Please tell me how often (FATHER) buys these for (CHILD).,C26C.,,Medicine for   (CHILD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,8158,m4c26d,How often does father buy food for child?,C26.        I am going to read you a list of things that children need.  Please tell me how often (FATHER) buys these for (CHILD).,C26D.,,Food for   (CHILD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,8159,m4c26e,How often does father buy anything else for child?,C26.        I am going to read you a list of things that children need.  Please tell me how often (FATHER) buys these for (CHILD).,C26E.,,Anything else (NOT   SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,8160,m4c27,INT CHK: DOES MOTHER HAVE ANY CHILDREN BY SOMEONE OTHER THAN FATHER?,C27.        DOES MOTHER HAVE ANY CHILDREN BY SOMEONE OTHER THAN FATHER?,C27.        DOES MOTHER HAVE ANY CHILDREN BY SOMEONE OTHER THAN FATHER?,1,YES,2  -->  GO TO C30,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,8161,m4c28,Do you receive any child support for other children?,C28.        You mentioned before that you have (a child/some children) with someone other than (FATHER).  Do you receive any child support for (that child/those children)?,C28.        You mentioned before that you have (a child/some children) with someone other than (FATHER).  Do you receive any child support for (that child/those children)?,1,YES,2  -->  GO TO C30,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
