,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57
255,11012,f5d6,D6. Highest grade of school current partner has completed,"D6.           What is the highest grade of school {{CURRENT PARTNER}/your partner} has completed, or the highest degree {he/she/{CURRENT PARTNER}/your partner} has received?","D6.           What is the highest grade of school {{CURRENT PARTNER}/your partner} has completed, or the highest degree {he/she/{CURRENT PARTNER}/your partner} has received?",1à GO TO D7,NONE,2à GO TO D7,JUNIOR HIGH SCHOOL,3  --> GO TO D6B,SOME REGULAR HIGH SCHOOL,4à GO TO D7,HIGH SCHOOL DIPLOMA,5à GO TO D7,GED,6à GO TO D7,ABE PROGRAM,7à GO TO D7,NURSING SCHOOL (LPN OR RN),9à GO TO D7,TRADE SCHOOL,10à GO TO D7,COLLEGE (2-YEAR),11à GO TO D7,SOME COLLEGE,12à GO TO D7,COLLEGE (4-YEAR) DEGREE,91à GO TO D7,OTHER TYPE OF SCHOOL (SPECIFY),-1à GO TO D7,REFUSED,-2à GO TO D7,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,11013,f5d6b,D6B. Grade current partner completed,"D6.           What is the highest grade of school {{CURRENT PARTNER}/your partner} has completed, or the highest degree {he/she/{CURRENT PARTNER}/your partner} has received?",D6B.        ENTER GRADE COMPLETED,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,11014,f5d7,D7. What current partner was doing most of last week,"D7.           What was {{CURRENT PARTNER}/your partner} doing most of last week—working at a regular job, going to school, or something else?","D7.           What was {{CURRENT PARTNER}/your partner} doing most of last week—working at a regular job, going to school, or something else?",1  -->  GO TO D8,WORKING AT A REGULAR JOB,2  -->  GO TO D7A,LOOKING FOR WORK,3 -->  GO TO D7A,IN SCHOOL,4 -->  GO TO D7A,UNABLE TO WORK,5 -->  GO TO D7A,IN JAIL/PRISON,6 -->  GO TO D7A,STAY AT HOME PARENT/HOMEMAKER,7  -->  GO TO D8,WORKING AND IN SCHOOL,91 -->  GO TO D7A,OTHER (SPECIFY),0 -->  GO TO D7A,NOTHING,-1 -->  GO TO D7A,REFUSED,-2 -->  GO TO D7A,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,11015,f5d7a,D7A. Month and year current partner last worked at a job,"D7.           What was {{CURRENT PARTNER}/your partner} doing most of last week—working at a regular job, going to school, or something else?","D7A.        In what month and year did {he/she/{CURRENT PARTNER}/your partner}  last work at a job lasting two consecutive weeks or more, either full or part-time, for which {he/she/{CURRENT PARTNER}/your partner} received a regular paycheck?",1,GAVE DATE,-10 -->  GO TO D8,CONSECUTIVE WEEKS,-1  -->  GO TO D8,REFUSED,-2 -->  GO TO D8,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,11016,f5d7b,D7B. Month current partner last worked at a job,"D7.           What was {{CURRENT PARTNER}/your partner} doing most of last week—working at a regular job, going to school, or something else?","D7B.        [In what month and year did {he/she/{CURRENT PARTNER}/your partner}  last work at a job lasting two consecutive weeks or more, either full or part-time, for which {he/she/{{CURRENT PARTNER}/your partner} received a regular paycheck?]",-1 -->  GO TO D8,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,11017,f5d7c,D7C. Year current partner last worked at a job,"D7.           What was {{CURRENT PARTNER}/your partner} doing most of last week—working at a regular job, going to school, or something else?","D7C.        [In what month and year did {he/she/{CURRENT PARTNER}/your partner}  last work at a job lasting two consecutive weeks or more, either full or part-time, for which {he/she/{{CURRENT PARTNER}/your partner}} received a regular paycheck?]",-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,11018,f5d8,D8. Current partner engages in any activities for income or exchange,"D8.           Does {{CURRENT PARTNER}/your partner} engage in any activities {other than regular paid employment} in order to generate income, or in exchange for meals, clothing, a place to live or other basic necessities?","D8.           Does {{CURRENT PARTNER}/your partner} engage in any activities {other than regular paid employment} in order to generate income, or in exchange for meals, clothing, a place to live or other basic necessities?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,11019,f5d9,D9. Current partner has physical/mental health conditions that limit work he/she,D9.           Does {{CURRENT PARTNER}/your partner} have any physical or mental health conditions that limit the kind or amount of work {he/she/{CURRENT PARTNER}/your partner}  can do?,D9.           Does {{CURRENT PARTNER}/your partner} have any physical or mental health conditions that limit the kind or amount of work {he/she/{CURRENT PARTNER}/your partner}  can do?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,11020,f5d10,D10. Current partner has problems because of alcohol or drug use,D10.         Does {{CURRENT PARTNER}/your partner} have problems such as keeping a job or getting along with family and friends because of alcohol or drug use?,D10.         Does {{CURRENT PARTNER}/your partner} have problems such as keeping a job or getting along with family and friends because of alcohol or drug use?,1,YES,0,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,11021,f5d11,D11. Current partner has any biological children,D11.         Does {{CURRENT PARTNER}/your partner} have any biological children?,D11.         Does {{CURRENT PARTNER}/your partner} have any biological children?,1,YES,2à GO TO D21,NO,-1à GO TO D21,REFUSED,-2 àGO TO D21,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,11022,f5d11a,D11A. Number of biological children current partner has,D11.         Does {{CURRENT PARTNER}/your partner} have any biological children?,D11A.      How many biological children does {he/she/{CURRENT PARTNER}/your partner} have?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,11023,f5d11b,D11B. Number of partners with whom current partner had biological children,D11.         Does {{CURRENT PARTNER}/your partner} have any biological children?,D11B.      With how many different partners has {{CURRENT PARTNER}/your partner} had biological children?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,11024,f5d11d,D11D. You are biological father to this child/any of these children,D11.         Does {{CURRENT PARTNER}/your partner} have any biological children?,D11D.      Are you the biological father to {this child/any of these children?},1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,11025,f5d13,D13. This child/these children live with you,D13.         {Does this child/Do any of these children} live with you?,D13.         {Does this child/Do any of these children} live with you?,1,YES,2  -->  GO TO D13C,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,11026,f5d13b,D13B. Current partner has biological children who do not reside with you,D13.         {Does this child/Do any of these children} live with you?,D13B.      Does {{CURRENT PARTNER}/your partner} have any biological children who do not reside with you?,1,YES,2  --> GO TO D21,NO,-1 -->  GO TO D21,REFUSED,-2  -->  GO TO D21,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,11027,f5d13c,D13C. Any of these non-resident children under 18 year old,D13.         {Does this child/Do any of these children} live with you?,D13C.      Are any of these non-resident children under 18 years old?,1,YES,2  -->  GO TO D13E,NO,-1 -->  GO TO D13E,REFUSED,-2 -->  GO TO D13E,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,11028,f5d13d,D13D. Current partner pays child support to any of these non-resident children,D13.         {Does this child/Do any of these children} live with you?,D13D.      Does {{CURRENT PARTNER}/your partner} pay child support to any of these non-resident children?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,11029,f5d13e,D13E. Current partner visits non-resident children.,D13.         {Does this child/Do any of these children} live with you?,D13E.       Does {{CURRENT PARTNER}/your partner} visit {his/her/the} nonresident children?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,11030,f5d13f,D13F. How well mother and your current partner get along,D13.         {Does this child/Do any of these children} live with you?,D13F.       How well does {MOTHER} get along with {{CURRENT PARTNER}/your partner}?  Would you say that they ….,1,"Get along well,",2,"Don’t get along, or",3,Don’t have any contact with each other?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,11031,f5d21,D21. You and current partner had a physical fight in front of child in last year,D21.    Now I have some questions about events that may have happened in the last 12,D21.    Now I have some questions about events that may have happened in the last 12,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,11032,f5d22,D22. You or current partner seriously hurt in a physical fight in last 12 months,D22.         Have you or {{CURRENT PARTNER}/your partner} been seriously hurt in a physical fight with each other in the last 12 months?,D22.         Have you or {{CURRENT PARTNER}/your partner} been seriously hurt in a physical fight with each other in the last 12 months?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,11033,f5d23,D23. Current partner spent any time in jail or prison,D23.         Has {{CURRENT PARTNER}/your partner} spent any time in jail or prison?,D23.         Has {{CURRENT PARTNER}/your partner} spent any time in jail or prison?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,11034,f5e1a,E1A. Country or territory where father's father was born,E1.,E1A.         In what country or territory was your father born?,1,UNITED STATES,104,ASIA - EAST,106,EUROPE - EAST,107,EUROPE - WEST,108,LATIN AMERICA - MEXICO,109,LATIN AMERICA - OTHER,110,NON-LATIN AMERICA,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,11035,f5e1b,E1B. Country or territory where father's mother was born,E1.,E1B.         In what country or territory was your mother born?,1,UNITED STATES,108,LATIN AMERICA - MEXICO,109,LATIN AMERICA - OTHER,110,NON-LATIN AMERICA,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,11036,f5e1d,E1D. United States citizen,E1.,E1D.         Are you a United States citizen?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,11037,f5e1e,E1E. Highest grade of school that father's biological mother completed,E1.,E1E.    What is the highest grade of school that your biological mother completed?,2 --> GO TO E1F,JUNIOR HIGH SCHOOL,3  --> GO TO E1E1,SOME REGULAR HIGH SCHOOL,4 --> GO TO E1F,HIGH SCHOOL DIPLOMA,5 --> GO TO E1F,GED,6 --> GO TO E1F,ABE PROGRAM,7 --> GO TO E1F,NURSING SCHOOL (LPN OR RN),9 --> GO TO E1F,TRADE SCHOOL,10 --> GO TO E1F,COLLEGE (2-YEAR),11 --> GO TO E1F,SOME COLLEGE,12 --> GO TO E1F,COLLEGE (4-YEAR) DEGREE,91 --> GO TO E1F,OTHER TYPE OF SCHOOL (SPECIFY),-1 --> GO TO E1F,REFUSED,-2 --> GO TO E1F,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,11038,f5e1e1,E1E1. Grade father's biological mother completed,E1.,E1E1.       ENTER GRADE COMPLETED,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,11039,f5e1f,E1F. Highest grade of school father's biological father completed,E1.,E1F.    What is the highest grade of school that your biological father completed?,1  --> GO TO E1G,NONE,2 --> GO TO E1G,JUNIOR HIGH SCHOOL,3  --> GO TO E1F1,SOME REGULAR HIGH SCHOOL,4 --> GO TO E1G,HIGH SCHOOL DIPLOMA,5 --> GO TO E1G,GED,6 --> GO TO E1G,ABE PROGRAM,7 --> GO TO E1G,NURSING SCHOOL (LPN OR RN),9 --> GO TO E1G,TRADE SCHOOL,10 --> GO TO E1G,COLLEGE (2-YEAR),11 --> GO TO E1G,SOME COLLEGE,12 --> GO TO E1G,COLLEGE (4-YEAR) DEGREE,91 --> GO TO E1G,OTHER TYPE OF SCHOOL (SPECIFY),-1 --> GO TO E1G,REFUSED,-2 --> GO TO E1G,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,11040,f5e1f1,E1F1. Grade father's biological father completed,E1.,E1F1.       ENTER GRADE COMPLETED,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,11041,f5e1g,E1G. Both of father's parents living,E1.,E1G.        {Now I have a few questions about your parents.} Are both of your parents living?,1,"YES, BOTH LIVING",2à GO TO E1I,"NO, FATHER DECEASED",3à GO TO E1I,"NO, MOTHER DECEASED",4à GO TO E2,"NO, BOTH PARENTS DECEASED",-1à GO TO E2,REFUSED,-2à GO TO E2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,11042,f5e1h,E1H. Father's parents currently living together,E1.,E1H.         Are your parents currently living together?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,11043,f5e1i,E1I. How far away from father are father's parents living,E1.,E1I.          How far away from you {is/are} {the closest /your} {mother/father/parent/parents} living?,1,"Within two miles,",2,"More than two miles but less than 30 miles away,",3,"More than 30 miles but less than 100 miles away, or",4,More than 100 miles away?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,11044,f5e1j,E1J. How often child sees parents of father,E1.,E1J.         How often does {CHILD} see your {parents/mother/father}? Would you say . . .,1,"Once a week or more,",2,"A few times a month,",3,"A few times a year,",4,"Less often than that, or",5 à GO TO E2,Never?,-1 à GO TO E2,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,11045,f5e1k,E1K. How often child spends night with father's parents,E1.,E1K.         How often does {CHILD} spend the night with your {parents/mother/father}?,1,"Once a week or more,",2,"A few times a month,",3,"A few times a year,",4,"Less often than that, or",5,Never?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,11046,f5e2,E2. Received any financial help from anyone in past 12 months,"E2.           In the past twelve months, have you received any financial help or money from anyone?  Please include your relatives and friends, and {MOTHER}’s relatives and friends, but don’t include help from any government or private agency.","E2.           In the past twelve months, have you received any financial help or money from anyone?  Please include your relatives and friends, and {MOTHER}’s relatives and friends, but don’t include help from any government or private agency.",1,YES,2 -->  GO TO E3,NO,-1 -->  GO TO E3,REFUSED,-2 -->  GO TO E3,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,11047,f5e2b,E2B. Amount of financial help or money father was given in past 12 months,"E2.           In the past twelve months, have you received any financial help or money from anyone?  Please include your relatives and friends, and {MOTHER}’s relatives and friends, but don’t include help from any government or private agency.",E2B.         About how much financial help or money were you given in the past twelve months?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,11048,f5e2c,E2C. Range of amount of financial help/money father was given in past 12 mos.,"E2.           In the past twelve months, have you received any financial help or money from anyone?  Please include your relatives and friends, and {MOTHER}’s relatives and friends, but don’t include help from any government or private agency.",E2C.        I just need to know a range.  Can you tell me if it was . . .,1,"Less than $500,",2,"$501 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,11049,f5e3,E3. Father could count on someone to loan him $200 during the next year,"E3.       Next, I want to ask you about help you could get during this next year if you needed it.","E3.       Next, I want to ask you about help you could get during this next year if you needed it.",1,YES,2  -->  GO TO E4,NO,-1  -->  GO TO E4,REFUSED,-2  -->  GO TO E4,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,11050,f5e3a,E3A. Father could count on someone to loan him $1000 during the next year,"E3.       Next, I want to ask you about help you could get during this next year if you needed it.","E3A.         What about $1,000?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,11051,f5e4,E4. Father could count on someone to provide him with a place to live,E4.           Is there someone you could count on to provide you with a place to live?,E4.           Is there someone you could count on to provide you with a place to live?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,11052,f5e5,E5. Father could count on someone to help him with emergency child care,E5.           Is there someone you could count on to help you with emergency child care?,E5.           Is there someone you could count on to help you with emergency child care?,1,YES,2,NO,-10,NO CHILD(REN)/NO NEED FOR CARE,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,11053,f5e6,E6. Father could count on someone to co-sign for a bank loan for $1000,"E6.           Is there someone you could count on to co-sign for a bank loan with you for $1,000?","E6.           Is there someone you could count on to co-sign for a bank loan with you for $1,000?",1,YES,2  -->  GO TO E6B,NO,-1  -->  GO TO E6B,REFUSED,-2  -->  GO TO E6B,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,11054,f5e6a,E6A. Father could count on someone to co-sign for a bank loan for $5000,"E6.           Is there someone you could count on to co-sign for a bank loan with you for $1,000?","E6A.         What about co-signing for $5,000?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,11055,f5e6b,E6B. Someone would pay for child's extracurricular activities father can't affor,"E6.           Is there someone you could count on to co-sign for a bank loan with you for $1,000?","E6B.         If {CHILD} wanted to take lessons, join a sport, or do some other extracurricular activity that you couldn’t afford, is there someone who would pay for this?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,11056,f5e7,E7. Any special person father feels close with and can depend on,E7.           The next question is about emotional support you may get from friends and family.  Is there any special person you know that you feel very close with—someone you share confidences and feelings with; someone you can depend on?,E7.           The next question is about emotional support you may get from friends and family.  Is there any special person you know that you feel very close with—someone you share confidences and feelings with; someone you can depend on?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,11057,f5f1,F1. Moved in last 4 yrs/since last interview,F1.            Now I would like to ask you some questions about your housing situation.  Have you moved {since {DATE OF LAST INTERVIEW}/in the last four years}?,F1.            Now I would like to ask you some questions about your housing situation.  Have you moved {since {DATE OF LAST INTERVIEW}/in the last four years}?,1,YES,2  -->  GO TO F7,NO,-1 -->  GO TO F7,REFUSED,-2  -->  GO TO F7,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,11058,f5f1a,F1A. Number of times you have moved in last 4 yrs/since last interview,F1.            Now I would like to ask you some questions about your housing situation.  Have you moved {since {DATE OF LAST INTERVIEW}/in the last four years}?,F1A.         How many times have you moved {since {DATE OF LAST INTERVIEW}/in the last four years}?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,11059,f5f2,F2. Your current housing situation,F2.       What is your current housing situation?  Please stop me when I read the statement that describes your situation.  Do you . . .,F2.       What is your current housing situation?  Please stop me when I read the statement that describes your situation.  Do you . . .,1 -->  GO TO F4,"Rent your own apartment or house,",2 -->  GO TO F4,"part of the rent,",3  -->  GO TO F5,"not pay rent,",4 -->  GO TO F3,"Own your own home,",5 -->  GO TO F3,"family member,",6 -->  GO TO F7,"shelter, or",91 -->  GO TO F3,arrangement?  (SPECIFY),8 -->  GO TO F7,FACILITY,9 -->  GO TO F7,JAIL/PRISON,10 -->  GO TO F7,"ON THE STREET, HOMELESS",-1 -->  GO TO F4,REFUSED,-2 -->  GO TO F4,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
