,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57
144,9944,m5b91,B91. Year legal agreement first reached,B91.         When was that legal agreement first reached?,B91.         When was that legal agreement first reached?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,9945,m5b10a,B10A. Legal agreement for child or for other children as well,,B10A.       Is your legal agreement just for {CHILD} or is it for {your other child/any of your other children} as well?,1,JUST FOR CHILD,2,FOR OTHER CHILDREN AS WELL,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,9946,m5b11,B11. Any changes to your legal agreement or child support order,"B11.         {The last time we interviewed you, you told us that you have a legal agreement","B11.         {The last time we interviewed you, you told us that you have a legal agreement",1,YES,2  -->   GO TO B12,NO,-1  -->   GO TO B12,REFUSED,-2  -->   GO TO B12,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,9947,m5b11b1,B11B1. Month the original agreement changed,"B11.         {The last time we interviewed you, you told us that you have a legal agreement",B11B1.     When was the original agreement changed?,-1   -->  GO TO B12,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,9948,m5b11b2,B11B2. Year the original agreement changed,"B11.         {The last time we interviewed you, you told us that you have a legal agreement",B11B2.     [When was the original agreement changed?],-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,9949,m5b12,B12. Amount payments are supposed to be per month,B12.         How much are the payments supposed to be per month?,B12.         How much are the payments supposed to be per month?,1,GAVE AMOUNT,0   -->  GO TO B14,NONE/PAYMENTS LEGALLY TERMINATED,-1  -->  GO TO B14,REFUSED,-2  -->  GO TO B14,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,9950,m5b12a,B12A. Amount payments are supposed to be per month,B12.         How much are the payments supposed to be per month?,B12A.       How much are the payments supposed to be per month?,-1   -->   GO TO B14,REFUSED,-2   -->   GO TO B14,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,9951,m5b12b,B12B. Unit: Amount payments are supposed to be per month,B12.         How much are the payments supposed to be per month?,B12B.       How much are the payments supposed to be per month?,1  -->  GO TO B14,WEEK,2  -->  GO TO B14,EVERY 2 WEEKS,3  -->  GO TO B14,MONTH,91,OTHER (SPECIFY) ________________,0  -->  GO TO B14,NONE/PAYMENTS LEGALLY TERMINATED,-1  -->  GO TO B14,REFUSED,-2  -->  GO TO B14,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,9952,m5b14,B14. Payments are supposed to be received directly from some source,"B14.         Are payments supposed to be received directly from {FATHER}, from the court, from a welfare or child support agency, or from some other source?","B14.         Are payments supposed to be received directly from {FATHER}, from the court, from a welfare or child support agency, or from some other source?",1  -->  GO TO B15,FATHER,2  -->  GO TO B15,COURT,3  -->  GO TO B15,WELFARE OR CHILD SUPPORT AGENCY,91,OTHER (SPECIFY) ________________,101,GARNISHED FATHER’S WAGES,102,SOCIAL SECURITY/SSI,-1  -->  GO TO B15,REFUSED,-2  -->  GO TO B15,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,9953,m5b15,B15. How often father pays on time,B15.         How often does {FATHER} pay on time?  Is it . . .,B15.         How often does {FATHER} pay on time?  Is it . . .,1,"All of the time,",2,"More than half of the time,",3,"About half the time,",4,"Less than half the time, or",5,Never?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,9954,m5b16,B16. Amount of child support father has actually paid in last year,B16.         How much of this legally agreed upon child support has {FATHER} actually paid {since {MONTH IN B11B1} {YEAR IN B11B2}/since {MONTH IN B9} {YEAR IN B91}/in the past year}?  Would you say he has paid….,B16.         How much of this legally agreed upon child support has {FATHER} actually paid {since {MONTH IN B11B1} {YEAR IN B11B2}/since {MONTH IN B9} {YEAR IN B91}/in the past year}?  Would you say he has paid….,1  -->  GO TO B16B,"All of the amount agreed upon,",2,"Some of the amount agreed upon, or",3  -->  GO TO B16B,None of the amount agreed upon?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,9955,m5b16a,B16A. Approximate amount of child support father has actually paid in last year,B16.         How much of this legally agreed upon child support has {FATHER} actually paid {since {MONTH IN B11B1} {YEAR IN B11B2}/since {MONTH IN B9} {YEAR IN B91}/in the past year}?  Would you say he has paid….,B16A.       Can you tell me approximately how much he has paid? Was it . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,9956,m5b16b,B16B. Father has given money directly instead of formal child support in past ye,B16.         How much of this legally agreed upon child support has {FATHER} actually paid {since {MONTH IN B11B1} {YEAR IN B11B2}/since {MONTH IN B9} {YEAR IN B91}/in the past year}?  Would you say he has paid….,"B16B.       {Since {MONTH IN B11B1} {YEAR IN B11B2},/Since {MONTH IN B9} {YEAR IN B91,/In the past year,} has {FATHER} given money or other financial support to you directly {instead of/in addition to} paying formal child support?",1,YES,2   -->  GO TO B17,NO,-1   -->  GO TO B17,REFUSED,-2   -->  GO TO B17,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,9957,m5b16c,B16C. Amount received directly from father in past year,B16.         How much of this legally agreed upon child support has {FATHER} actually paid {since {MONTH IN B11B1} {YEAR IN B11B2}/since {MONTH IN B9} {YEAR IN B91}/in the past year}?  Would you say he has paid….,"B16C.      {Not including money that {FATHER} paid as part of the formal child support,} {How/how} much money did you receive from {FATHER} {since {MONTH IN B11B1} {YEAR IN B11B2}/since {MONTH IN B9} {YEAR IN B91}/in the past year}?",-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,9958,m5b16d,B16D. Range for amount received directly from father in past year,B16.         How much of this legally agreed upon child support has {FATHER} actually paid {since {MONTH IN B11B1} {YEAR IN B11B2}/since {MONTH IN B9} {YEAR IN B91}/in the past year}?  Would you say he has paid….,B16D.      I just need a range.  Can you tell me if it was . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,9959,m5b17,B17. Father has arrears on child support that he is supposed to pay,"B17.         Does {FATHER} have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing medical costs?","B17.         Does {FATHER} have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing medical costs?",1,YES,2  -->   GO TO BOX B18,NO,-1  -->   GO TO BOX B18,REFUSED,-2  -->  GO TO BOX B18,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,9960,m5b17a,B17A. Amount of arrears on child support,"B17.         Does {FATHER} have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing medical costs?",B17A.       What is the amount of the arrears?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,9961,m5b17b,B17B. Range for amount of arrears on child support,"B17.         Does {FATHER} have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing medical costs?",B17B.       I just need to have a range.  Can you tell me if it is . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,9962,m5b17c,B17C. Action has been taken by government to get father to pay what he owes,"B17.         Does {FATHER} have any arrears on the child support that he is supposed to pay to you, or does he owe anything to the welfare department for unpaid monthly support or for reimbursing medical costs?","B17C.      Has any action been taken by a welfare office, court, or judge to try to get {FATHER} to pay the child support he owes?",1,YES,2  -->   GO TO BOX B18,NO,-1  -->   GO TO BOX B18,REFUSED,-2  -->   GO TO BOX B18,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,9963,m5b18a,B18A. Child support agreement specifies something about father's visits,,B18A.       Does the child support agreement specify anything about visits between {CHILD} and {FATHER}?,1,YES,2   -->  GO TO BOX B19,NO,-1   -->  GO TO BOX B19,REFUSED,-2   -->  GO TO BOX B19,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,9964,m5b18b,B18B. Days per month child is supposed to spend with father,,B18B.       How many days per month is {CHILD} supposed to spend with {FATHER}?,1    -->   GO TO B18C,GAVE NUMBER OF DAYS PER MONTH,101  -->  GO TO BOX B19,OTHER (SPECIFY) __________________,102  -->  GO TO BOX B19,PERIODICALLY BUT NOT MONTHLY,-1  -->  GO TO BOX B19,REFUSED,-2  -->  GO TO BOX B19,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,9965,m5b18c,B18C. Days per month child is supposed to spend with father,,B18C.      [How many days per month is {CHILD} supposed to spend with {FATHER}?],-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,9966,m5b21,B21. Father paid anything toward child's support in past 12 months,B21.         Has {FATHER} paid anything toward {{CHILD}/your children}’s support in the past twelve months?,B21.         Has {FATHER} paid anything toward {{CHILD}/your children}’s support in the past twelve months?,1,YES,2  -->  GO TO BOX B21C,NO,-1  -->   GO TO BOX B21C,REFUSED,-2  -->  GO TO BOX B21C,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,9967,m5b21a,B21A. Amount received from father in past 12 months,B21.         Has {FATHER} paid anything toward {{CHILD}/your children}’s support in the past twelve months?,B21A.       How much was paid for {{CHILD}/your children}’s support in the past twelve months?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,9968,m5b21b,B21B. Range for amount received from father in past 12 months,B21.         Has {FATHER} paid anything toward {{CHILD}/your children}’s support in the past twelve months?,B21B.       I just need to have a range.  Can you tell me if it is . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,9969,m5b22a,B22A. How often father buys clothes for child,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22A.,,"Clothes   for {CHILD}? Is it often, sometimes, rarely or never? Is it often, sometimes,   rarely or never?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,9970,m5b22b,B22B. How often father buys toys for child,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22B.,,Toys   for {CHILD}?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,9971,m5b22c,B22C. How often father buys medicine for child,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22C.,,Medicine   for {CHILD}?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,9972,m5b22d,B22D. How often father buys food for child,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22D.,,Food   for {CHILD}?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,9973,m5b22e,B22E. How often father buys camp or school tuition for child,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22E.,,Camp   or school tuition for {CHILD}?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,9974,m5b22f,B22F. How often father buys school supplies for child,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22F.,,School   supplies for {CHILD}?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,9975,m5b22g,B22G. How often father buys entertainment items for child,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22G.,,"Entertainment   items for {CHILD} such as videos, computer games, music CDs?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,9976,m5b22h,B22H. How often father buys personal items for child,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22H.,,"Personal   items (haircuts, etc) ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,9977,m5b22i,B22I. How often father buys anything else for child,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22I.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,9978,m5b23,B23. Father had children with another woman since last interview,B23.         Has {FATHER} had any children with another woman {since {DATE OF LAST INTERVIEW}/during the last four years}?,B23.         Has {FATHER} had any children with another woman {since {DATE OF LAST INTERVIEW}/during the last four years}?,1,YES,2  -->  GO TO BOX B26,NO,-1 -->  GO TO BOX B26,REFUSED,-2  -->  GO TO BOX B26,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,9979,m5b24,B24. Number of children father had with another woman since last interview,B24.         How many children did {FATHER} have with other women {since {DATE OF LAST INTERVIEW}/during the last four years}?,B24.         How many children did {FATHER} have with other women {since {DATE OF LAST INTERVIEW}/during the last four years}?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,9980,m5b24a,B24A. Father lives with children he had with another woman,B24.         How many children did {FATHER} have with other women {since {DATE OF LAST INTERVIEW}/during the last four years}?,B24A.  Does {FATHER} live with {this child he had with another woman/any of the children he’s had with other women}?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9981,m5b25,B25. Father pays child support for children with other woman,B25.         Does he pay child support for {that/any of these} {child/children}?,B25.         Does he pay child support for {that/any of these} {child/children}?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9982,m5b27,B27. Father lives with or is married to another woman,B27.         Is {FATHER} living with or married to another woman?,B27.         Is {FATHER} living with or married to another woman?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9983,m5b28a,B28A. Approximate miles father lives from your home,,B28A.       Approximately how many miles from your home does {FATHER} live?,1,0 – 10 MILES,2,11 – 30 MILES,3,31 – 60 MILES,4,61 – 100 MILES,5,101 MILES OR MORE,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9984,m5b29,B29. What father was doing most of last week,"B29.         What was {FATHER} doing most of last week—working at a regular job, going to school, or something else?","B29.         What was {FATHER} doing most of last week—working at a regular job, going to school, or something else?",0  -->  GO TO B30,NOTHING,1   -->  GO TO B30,WORKING AT A REGULAR JOB,2   -->  GO TO B30,LOOKING FOR WORK,3   -->  GO TO B30,IN SCHOOL,4   -->  GO TO B30,UNABLE TO WORK,5   -->  GO TO B30A1,IN JAIL/PRISON,6   -->  GO TO B30,STAY AT HOME PARENT/HOMEMAKER,7   -->  GO TO B30,WORKING AND IN SCHOOL,91  -->  GO TO B30,OTHER (SPECIFY) ________________,101  -->  GO TO B30,WORKING PART-TIME OR SIDE JOBS,102  -->  GO TO B30,TAKING TIME OFF WORK,103  -->  GO TO B30,DOING ILLEGAL ACTIVITIES,105  -->  GO TO B30,ACTIVE DUTY MILITARY,106  -->  GO TO B30,RETIRED,-1  -->  GO TO B30,REFUSED,-2  -->  GO TO B30,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9985,m5b30,B30. Father has spent any time in jail,B30.         Has {FATHER} spent any time in jail {since [DATE OF 1 YEAR INTERVIEW OR BASELINE INTERVIEW (WHICH EVER IS LATER)]/in the past six years}?,B30.         Has {FATHER} spent any time in jail {since [DATE OF 1 YEAR INTERVIEW OR BASELINE INTERVIEW (WHICH EVER IS LATER)]/in the past six years}?,1,YES,2   -->  GO TO B31,NO,3,FATHER IS CURRENTLY IN JAIL,-1  -->  GO TO B31,REFUSED,-2  -->  GO TO B31,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9986,m5b30c,B30C. How long did he spend in (jail/prison)?,B30.         Has {FATHER} spent any time in jail {since [DATE OF 1 YEAR INTERVIEW OR BASELINE INTERVIEW (WHICH EVER IS LATER)]/in the past six years}?,B30C.         How long did he spend in (jail/prison)?,-1  -->  GO TO B31,REFUSED,-2  -->  GO TO B31,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9987,m5b30c1,B30C1. Unit: Time father spent in jail/prison,B30.         Has {FATHER} spent any time in jail {since [DATE OF 1 YEAR INTERVIEW OR BASELINE INTERVIEW (WHICH EVER IS LATER)]/in the past six years}?,B30C1.       How long did he spend in (jail/prison)?,1 -->  GO TO B31,YEAR(S),2 -->  GO TO B31,MONTH(S),3 -->  GO TO B31,WEEK(S),4 -->  GO TO B31,DAY(S),-1 -->  GO TO B31,REFUSED,-2 -->  GO TO B31,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9988,m5b30d1,B30D1. Month father went to jail/prison,B30.         Has {FATHER} spent any time in jail {since [DATE OF 1 YEAR INTERVIEW OR BASELINE INTERVIEW (WHICH EVER IS LATER)]/in the past six years}?,B30D1.       When did {FATHER} go to (jail/prison)?,-1   -->  GO TO B30E1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9989,m5b30d2,B30D2. Year father went to jail/prison,B30.         Has {FATHER} spent any time in jail {since [DATE OF 1 YEAR INTERVIEW OR BASELINE INTERVIEW (WHICH EVER IS LATER)]/in the past six years}?,B30D2.    When did {FATHER} go to (jail/prison)?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9990,m5b30e1,B30E1. Month father will be released from jail/prison,B30.         Has {FATHER} spent any time in jail {since [DATE OF 1 YEAR INTERVIEW OR BASELINE INTERVIEW (WHICH EVER IS LATER)]/in the past six years}?,B30E1.     When will {FATHER} be released from (jail/prison)?,-1   -->  GO TO B31,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9991,m5b30e2,B30E2. Year father will be released from jail/prison,B30.         Has {FATHER} spent any time in jail {since [DATE OF 1 YEAR INTERVIEW OR BASELINE INTERVIEW (WHICH EVER IS LATER)]/in the past six years}?,B30E2.     When will {FATHER} be released from (jail/prison)?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
