,position,name,varlab,multiple_answers,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17
87,538,m1b10b3,"Reasons aren't married now, Financial Reasons ?",1,Do you and [BABY’S FATHER] have plans to marry in the future?,"B10B3  FINANCIAL REASONS (DON’T HAVE WORK,",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
88,539,m1b10b4,"Reasons aren't married now, Distance ?",1,Do you and [BABY’S FATHER] have plans to marry in the future?,B10B4  DISTANCE (DON’T LIVE IN SAME TOWN),1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
89,540,m1b10b5,"Reasons aren't married now, Incarceration?",1,Do you and [BABY’S FATHER] have plans to marry in the future?,B10B5  INCARCERATION,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
90,541,m1b10b6,"Reasons aren't married now, Housing reasons ?",1,Do you and [BABY’S FATHER] have plans to marry in the future?,B10B6  HOUSING REASONS (NO   PLACE TO LIVE),1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
91,542,m1b10b7,"Reasons aren't married now, Relationship reasons ?",1,Do you and [BABY’S FATHER] have plans to marry in the future?,"B10B7  RELATIONSHIP REASONS (DON’T GET ALONG,",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
92,543,m1b10b8,"Reasons aren't married now, Drug problem?",1,Do you and [BABY’S FATHER] have plans to marry in the future?,B10B8  DRUG PROBLEM,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
93,544,m1b10b9,"Reasons aren't married now, Violence, abuse?",1,Do you and [BABY’S FATHER] have plans to marry in the future?,"B10B9  VIOLENCE, ABUSE",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
94,545,m1b10b10,"Reasons aren't married now, Haven't talked about it?",1,Do you and [BABY’S FATHER] have plans to marry in the future?,"B10B10 HAVEN’T TALKED ABOUT IT (NO REASON,",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
95,546,m1b10b11,"Reasons aren't married now, Other specify?",1,Do you and [BABY’S FATHER] have plans to marry in the future?,"B10B11 OTHER, NOT SPECIFIED",1,YES,2,NO,102,LEGAL/RESIDENCY PROBLEMS,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
96,547,m1b11a,"In last mo, did you and BF visited with friends?",1,I’m going to read you some things that couples often do together,Visited with friends?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
97,548,m1b11b,"In last mo, did you and BF went out for entertainment(movie,sport)?",1,I’m going to read you some things that couples often do together,"Gone out to a movie, sporting event,",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
98,549,m1b11c,"In last mo, did you and BF eat out in a restaurant?",1,I’m going to read you some things that couples often do together,Ate out in a restaurant?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
99,550,m1b11d,"In last mo, did you and BF did help each other to solve a problem?",1,I’m going to read you some things that couples often do together,Helped each other solve a problem?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
100,551,m1b12a,"In last mo, how often did you and BF disagree about money?",1,The following is a list of subjects on which couples often have disagreements,"Money? Would you say often,",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
101,552,m1b12b,"In last mo, how often did you and BF disagree about spending time?",1,The following is a list of subjects on which couples often have disagreements,Spending time together?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
102,553,m1b12c,"In last mo, how often did you and BF disagree about sex?",1,The following is a list of subjects on which couples often have disagreements,Sex?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
103,554,m1b12d,"In last mo, how often did you and BF disagree about the pregnancy?",1,The following is a list of subjects on which couples often have disagreements,The pregnancy?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
104,555,m1b12e,"In last mo, how often did you and BF disagree about drug/alc use?",1,The following is a list of subjects on which couples often have disagreements,Drinking or drug use ?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
105,556,m1b12f,"In last mo, how often did you and BF disagree about being faithful?",1,The following is a list of subjects on which couples often have disagreements,Being faithful?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
106,557,m1b13a,How often is BF fair and willing to compromise?,1,"Thinking about your relationship with [BABY’S FATHER], how often would you say  that:",He is fair and willing to compromise when,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
107,558,m1b13b,How often does BF hit or slaps you when he is angry?,1,"Thinking about your relationship with [BABY’S FATHER], how often would you say  that:",He hits or slaps you when he is angry?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
108,559,m1b13c,How often does BF expresses affection or love for you?,1,"Thinking about your relationship with [BABY’S FATHER], how often would you say  that:",He expresses affection or love for you?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
109,560,m1b13d,"How often, BF insults or criticizes you or your ideas?",1,"Thinking about your relationship with [BABY’S FATHER], how often would you say  that:",He insults or criticizes you or your ideas?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
110,561,m1b13e,"How often, BF encourages you or help you do things that are imprt to you?",1,"Thinking about your relationship with [BABY’S FATHER], how often would you say  that:",He encourages or helps you to do things,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
111,562,m1b14,What are the chances that you will marry BF in the future?,0,What do you think the chances are that you will marry [BABY’S FATHER] in the       future?,What do you think the chances are that you will marry [BABY’S FATHER] in the       future?,1,No chance,2,A little chance,3,A 50-50 chance,4,"A pretty good chance, or",5 (SKIP TO B15),An almost certain chance,1,No chance,2,A little chance,3,A 50-50 chance,4,"A pretty good chance, or",5,An almost certain chance,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
112,563,m1b14a,What do you think are the chances that you will ever marry someone?,1,What do you think the chances are that you will marry [BABY’S FATHER] in the       future?,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
113,564,m1b15a,"How life diff if married BF, financial security?",1,"For each of the following areas, please tell me how you think your life might be        different if you were married to [BABY’S FATHER] now",Your financial security,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
114,565,m1b15b,"How life diff if married BF, overall happiness?",1,"For each of the following areas, please tell me how you think your life might be        different if you were married to [BABY’S FATHER] now",How about your overall,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
115,566,m1b15c,"How life diff if married BF, freedom?",1,"For each of the following areas, please tell me how you think your life might be        different if you were married to [BABY’S FATHER] now",Freedom to do what,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
116,567,m1b15d,"How life diff if married BF, control over money?",1,"For each of the following areas, please tell me how you think your life might be        different if you were married to [BABY’S FATHER] now",Your control over money?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
117,568,m1b15e,"How life diff if married BF, sex life?",1,"For each of the following areas, please tell me how you think your life might be        different if you were married to [BABY’S FATHER] now",Your sex life?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
118,569,m1b15f,"How life diff if married BF, relations w/parents?",1,"For each of the following areas, please tell me how you think your life might be        different if you were married to [BABY’S FATHER] now",Your relations with,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
119,570,m1b16,During preg did BF give money to buy things for baby/babies?,0,"During your pregnancy, did [BABY’S FATHER] give you money or buy things for      the baby/babies?","During your pregnancy, did [BABY’S FATHER] give you money or buy things for      the baby/babies?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
120,571,m1b17,"Did BF help you in any other way (transportation, etc)?",0,"Did [BABY’S FATHER] help you in other ways, such as providing transportation to   the pre-natal clinic or helping with chores?","Did [BABY’S FATHER] help you in other ways, such as providing transportation to   the pre-natal clinic or helping with chores?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
121,572,m1b18,Do you want BF involved in raising your child (children)?,0,Do you want [BABY’S FATHER] to be involved in raising your child (children) in the             coming  years?,Do you want [BABY’S FATHER] to be involved in raising your child (children) in the             coming  years?,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
122,573,m1b19,Does BF want to be involved in raising your child?,0,Does [BABY’S FATHER] want to be involved in raising your child in the coming        years?,Does [BABY’S FATHER] want to be involved in raising your child in the coming        years?,1,YES,2,NO,3,ABOUT BABY,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
123,574,m1b20,Int chk: Are mother and father living together?,0,INTERVIEWER: ARE MOTHER AND FATHER LIVING TOGETHER?,INTERVIEWER: ARE MOTHER AND FATHER LIVING TOGETHER?,1 (GO TO B26 ON P. 20),YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
124,575,m1b21,Has BF told you that he will provide support for the baby?,0,Has [BABY’S FATHER] told you that he will provide financial support for the baby    during the coming year?,Has [BABY’S FATHER] told you that he will provide financial support for the baby    during the coming year?,1,YES,2 (GO TO B26 ON P. 20),NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
125,576,m1b21a,How much money per mo did BF say he would provide?,1,Has [BABY’S FATHER] told you that he will provide financial support for the baby    during the coming year?,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
126,577,m1b22a,"In last mo, did you and BF visit with friends?",1,I’m going to read you some things that couples often do together,Visited with friends?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
127,578,m1b22b,"In last mo, did you and BF go out for entertainment (movie,sport)?",1,I’m going to read you some things that couples often do together,"Gone out to a movie, sporting event,",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
128,579,m1b22c,"In last mo, did you and BF ate out in a restaurant?",1,I’m going to read you some things that couples often do together,Ate out in a restaurant?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
129,580,m1b22d,"In last mo, did you and BF help each other solve a problem?",1,I’m going to read you some things that couples often do together,Helped each other solve a problem?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
130,581,m1b23a,"In last mo, how often did you and BF disagree on money?",1,The following is a list of subjects on which couples often have disagreements,"Money? Would you say often,",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
131,582,m1b23b,"In last mo, how often did you and BF disagree on spending time?",1,The following is a list of subjects on which couples often have disagreements,Spending time together?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
132,583,m1b23c,"In last mo, how often did you and BF disagree on sex?",1,The following is a list of subjects on which couples often have disagreements,Sex?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
133,584,m1b23d,"In last mo, how often did you and BF disagree on pregnancy?",1,The following is a list of subjects on which couples often have disagreements,The pregnancy?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
134,585,m1b23e,"In last mo, how often did you and BF disagree on drug/alco use?",1,The following is a list of subjects on which couples often have disagreements,Drinking or drug use?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
135,586,m1b23f,"In last mo, how often did you and BF disagree on being faithful?",1,The following is a list of subjects on which couples often have disagreements,Being faithful?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
136,587,m1b24a,If you were not married to BF how different your life be? financial security?,1,"For each of the following areas, please tell me how you think your life might be        different if you were not married to [BABY’S FATHER] now",Your financial security would,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
137,588,m1b24b,"How life diff if NOT married BF, overall happiness?",1,"For each of the following areas, please tell me how you think your life might be        different if you were not married to [BABY’S FATHER] now",How about your overall,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
138,589,m1b24c,"How life diff if NOT married BF, your freedom?",1,"For each of the following areas, please tell me how you think your life might be        different if you were not married to [BABY’S FATHER] now",Freedom to do what you,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
139,590,m1b24d,"How life diff if NOT married BF, control over money?",1,"For each of the following areas, please tell me how you think your life might be        different if you were not married to [BABY’S FATHER] now",Your control over money?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
140,591,m1b24e,"How life diff if NOT married BF, your sex life?",1,"For each of the following areas, please tell me how you think your life might be        different if you were not married to [BABY’S FATHER] now",Your sex life?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
141,592,m1b24f,"How life diff if NOT married BF, w/parents?",1,"For each of the following areas, please tell me how you think your life might be        different if you were not married to [BABY’S FATHER] now",Your relations with,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
142,593,m1b25a,How often is BF fair and willing to compromise?,1,"Thinking about your relationship with [BABY’S FATHER], how often would you say  that:",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
143,594,m1b25b,How often does BF hit or slaps you when he is angry?,1,"Thinking about your relationship with [BABY’S FATHER], how often would you say  that:",He hits or slaps you when he is angry?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
144,595,m1b25c,How often does BF expresses affection or love for you?,1,"Thinking about your relationship with [BABY’S FATHER], how often would you say  that:",He expresses affection or love for you?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
145,596,m1b25d,How often does BF insults or criticized you or your ideas?,1,"Thinking about your relationship with [BABY’S FATHER], how often would you say  that:",He insults or criticizes you or your ideas?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
146,597,m1b25e,How often does BF encourages you or help you do things that are imprt to you?,1,"Thinking about your relationship with [BABY’S FATHER], how often would you say  that:",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
147,598,m1b26,"After you found out you were pregnant,how did your relationship with BF changed?",0,"After you found out you were pregnant, would you say your relationship with            [BABY’S FATHER] got better, worse, or stayed the same?","After you found out you were pregnant, would you say your relationship with            [BABY’S FATHER] got better, worse, or stayed the same?",1,BETTER,2,WORSE,3,STAYED THE SAME,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
148,599,m1b27,"When you found out you were pregnant, did you think about having an abortion?",0,"When you found out you were pregnant, did you think about having an abortion?","When you found out you were pregnant, did you think about having an abortion?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
149,600,m1b28,Did BF suggest that you have an abortion?,0,Did [BABY’S FATHER] suggest that you have an abortion?,Did [BABY’S FATHER] suggest that you have an abortion?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
150,601,cm1relf,Constructed-Household Relationship-mother,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
151,602,cm1marf,Constructed - Is respondent married?,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
152,603,cm1cohf,Constructed - Is mother cohabiting with baby's father - not including marrieds?,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
153,604,m1c1a,How imp is it for BF to provide regular financial support to children?,1,Fathers do many things for their children,Provide regular financial support?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
154,605,m1c1b,How imp is it for BF to teach B about life?,1,Fathers do many things for their children,Teach child about life?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
155,606,m1c1c,How imp is it for BF to provide direct care to B,1,Fathers do many things for their children,"Provide direct care, such as",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
156,607,m1c1d,How imp is it for BF to show love and affection to the child?,1,Fathers do many things for their children,Show love and affection to the,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
157,608,m1c1e,How imp is it for BF to provide protection for child?,1,Fathers do many things for their children,Provide protection for the child?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
158,609,m1c1f,How imp is it for BF to serve as authority figure and discipline the child?,1,Fathers do many things for their children,Serve as an authority figure and,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
159,610,m1c2,Which of the statements above (Q. c1a-c1f) is most important to you?,0,Which of these (HAND CARD 2) is the most important to you for a father to do for      his child(ren)?,Which of these (HAND CARD 2) is the most important to you for a father to do for      his child(ren)?,1,Provide regular financial support,2,Teach child about life,3,"Provide direct care, such as feeding, dressing, and child care",4,Show love and affection to the child,5,Provide protection for the child,6,Serve as an authority figure and discipline the child,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
160,611,m1c2a,Which of the statements above (Q. c1a-c1f) is least imprtant to you?,1,Which of these (HAND CARD 2) is the most important to you for a father to do for      his child(ren)?,Which of these (HAND CARD 2) is the least important to you for a father to do for   his child(ren)?,1,YES,2,NO,3,"Provide direct care, such as feeding, dressing, and child care",4,Show love and affection to the child,5,Provide protection for the child,6,Serve as an authority figure and discipline the child,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
161,612,m1c3a,If BF provides fin. supp. to BM should he have the right to see the child?,1,Now I’d like to ask you some questions about the rights and obligations of fathers      who live apart from their children,See his child on a regular basis,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
162,613,m1c3b,If BF provides fin. supp. to BM should he make decisions about the child?,1,Now I’d like to ask you some questions about the rights and obligations of fathers      who live apart from their children,Make decisions about how the child is raised,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
163,614,m1c4a,"If BF can afford fin. supp. but doesn't,should he have the right to see child?",1,"If a father can afford to provide financial support but does not, do you think he            should have the right to:",See his child on a regular basis,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
164,615,m1c4b,"If BF can afford fin. supp. but doesn't,should he make decisions about child?",1,"If a father can afford to provide financial support but does not, do you think he            should have the right to:",Make decisions about how the child is raised,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
165,616,m1c5a,If BF can't afford to provide fin. supp. should he have the right to see child?,1,"If a father cannot afford to provide financial support, do you think he should have      the right to:",See his child on a regular basis,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
166,617,m1c5b,If BF can't afford to provide fin. supp. should he have right to make decisions?,1,"If a father cannot afford to provide financial support, do you think he should have      the right to:",Make decisions about how the child is raised,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
167,618,m1c6,"If BM has a new partner,should BF be required to provide fin. supp.?",0,"If a mother has a new partner, do you think the baby’s father should be required to    provide financial support to his baby?","If a mother has a new partner, do you think the baby’s father should be required to    provide financial support to his baby?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
168,619,m1c7,"If BF has new baby w/another, should he be required to support other children?",0,"If the father has a new baby with another partner, do you think he should be required             to provide support to his children from a previous relationship?","If the father has a new baby with another partner, do you think he should be required             to provide support to his children from a previous relationship?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
169,620,m1d1a,The main advantage of marriage is financial security?,1,"For each of the following statements, please tell me whether you strongly agree,   agree, disagree, or strongly disagree:",The main advantage of,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
170,621,m1d1b,There are more advantages to being single than to being married?,1,"For each of the following statements, please tell me whether you strongly agree,   agree, disagree, or strongly disagree:","All in all, there are more",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
171,622,m1d1c,A single mother can bring up a child as well as a married couple?,1,"For each of the following statements, please tell me whether you strongly agree,   agree, disagree, or strongly disagree:",A mother living alone can bring,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
172,623,m1d1d,It is better for a couple to get married than just live together?,1,"For each of the following statements, please tell me whether you strongly agree,   agree, disagree, or strongly disagree:",It is better for a couple to,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
173,624,m1d1e,It is better for children if their parents are married?,1,"For each of the following statements, please tell me whether you strongly agree,   agree, disagree, or strongly disagree:",It is better for children if,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
174,625,m1d1f,Living together is just the same as being married?,1,"For each of the following statements, please tell me whether you strongly agree,   agree, disagree, or strongly disagree:",Living together is just the,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
175,626,m1d2a,"How imp for successful marriage, have same friends?",1,How important do you think the following qualities are for a successful marriage?,Having the same friends?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
176,627,m1d2b,"How imp for successful marriage, husband has steady job?",1,How important do you think the following qualities are for a successful marriage?,The husband having a,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
177,628,m1d2c,"How imp for successful marriage, wife has steady job?",1,How important do you think the following qualities are for a successful marriage?,The wife having a steady,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
178,629,m1d2d,"How imp for successful marriage, both same race/ethnicity?",1,How important do you think the following qualities are for a successful marriage?,Being of the same,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
