,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43
204,15755,p6e15,E15. Gender of current partner?,,E15.       Is {CURRENT PARTNER} male or female?,1,MALE,2,FEMALE,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,15756,p6e16,E16. Age of current partner?,,E16.       How old is {CURRENT PARTNER}?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,15757,p6e17,E17. Race of current partner?,,E17.       Which of the following best describes {CURRENT PARTNER}’s race?  Is {CURRENT PARTNER} …,1,White,2,Black or African American,3,Asian or Pacific Islander,4,"Native American or Alaskan Native, or",5,Other?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,15758,p6e18,E18. Current partner Hispanic/Latino?,,E18.       Is {CURRENT PARTNER} of Hispanic or Latino origin or descent?,1,YES,2 -->  GO TO E20,NO,-1 -->  GO TO E20,REFUSED,-2 -->  GO TO E20,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,15759,p6e19,E19. If current partner Hispanic/Latino - origin?,,"E19.       Is {CURRENT PARTNER} Mexican, Puerto Rican, Cuban, or other Hispanic?",1,Mexican or Mexican American,2,Puerto Rican,3,"Cuban, or",4,Other Hispanic/Latino?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,15760,p6e20,E20. Highest education of current partner?,,"E20.       What is the highest grade of school {CURRENT PARTNER} has completed, or the highest degree {CURRENT PARTNER} has received?",1,NONE,2,JUNIOR HIGH SCHOOL,3,SOME REGULAR HIGH SCHOOL,4,HIGH SCHOOL DIPLOMA,5,GED,6,ABE PROGRAM,7,NURSING SCHOOL (LPN OR RN),8,BUSINESS OR SECRETARIAL SCHOOL,9,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",10,JUNIOR/COMMUNITY COLLEGE (2-YEAR),11,SOME COLLEGE,12,COLLEGE (4-YEAR) DEGREE,13,GRADUATE OR PROFESSIONAL SCHOOL,14,OTHER TYPE OF SCHOOL,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,15761,p6e21,E21. Current partner has biological children?,,E21.       Does {CURRENT PARTNER} have any biological children?,1,YES,2 -->  GO TO E26,NO,-1 -->  GO TO E26,REFUSED,-2 -->  GO TO E26,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,15762,p6e22,E22. Number of current partner's resident biological children (under 18),,E22.       How many biological children under 18 does {CURRENT PARTNER} have that reside with {CURRENT PARTNER}?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,15763,p6e23,E23. Number of current partner's nonresident biological children (under 18),,E23.       How many biological children under 18 does {CURRENT PARTNER} have that do not reside with {CURRENT PARTNER}?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,15764,p6e24,E24. Current partner pays child support for nonresident children?,,E24.       Does {CURRENT PARTNER} pay child support for any of these children who do not live with your partner?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,15765,p6e25,E25. Current partner visits nonresident children?,,E25.       Does {CURRENT PARTNER} visit these nonresident children?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,15766,p6e26,E26. Number adults in household (self and youth excluded),,"E26.       Not including yourself and {YOUTH}, how many adults – age 18 or older – are currently living with you?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,15767,p6e27_1,E27_1. Partner or spouse in household,E27.       How are you related to {these people/this person}?   Are {they/any of them}…,Your partner or spouse,,IF MORE THAN ONE ADULT PROBE: How about any other adults? Are any of them,1,Your partner or spouse,2,Your parent or in-laws,3,"An adult child, or child age 18 or older",4,"Another type of relative, or",5,An unrelated adult?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,15768,p6e27_2,E27_2. Parent or in-laws in household,E27.       How are you related to {these people/this person}?   Are {they/any of them}…,Your parent or in-laws,,IF MORE THAN ONE ADULT PROBE: How about any other adults? Are any of them,1,Your partner or spouse,2,Your parent or in-laws,3,"An adult child, or child age 18 or older",4,"Another type of relative, or",5,An unrelated adult?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,15769,p6e27_3,E27_3. Adult child in household,E27.       How are you related to {these people/this person}?   Are {they/any of them}…,"An adult child, or child age 18 or older",,IF MORE THAN ONE ADULT PROBE: How about any other adults? Are any of them,1,Your partner or spouse,2,Your parent or in-laws,3,"An adult child, or child age 18 or older",4,"Another type of relative, or",5,An unrelated adult?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,15770,p6e27_4,E27_4. Other relative in household,E27.       How are you related to {these people/this person}?   Are {they/any of them}…,"Another type of relative, or",,IF MORE THAN ONE ADULT PROBE: How about any other adults? Are any of them,1,Your partner or spouse,2,Your parent or in-laws,3,"An adult child, or child age 18 or older",4,"Another type of relative, or",5,An unrelated adult?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,15771,p6e27_5,E27_5. Unrelated adult in household,E27.       How are you related to {these people/this person}?   Are {they/any of them}…,An unrelated adult?,,IF MORE THAN ONE ADULT PROBE: How about any other adults? Are any of them,1,Your partner or spouse,2,Your parent or in-laws,3,"An adult child, or child age 18 or older",4,"Another type of relative, or",5,An unrelated adult?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,15772,p6e28,E28. Number of currently employed adults in household,,E28.       How many of these adults are currently employed?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,15773,p6e29,E29. Number of adults in household who help pay for expenses,,E29.       How many of these adults help pay for household expenses or food?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,15774,p6e30,E30. Number of biological children in household (youth excluded),,"E30.       {Not including {YOUTH}, how/How} many of your biological children under 18 are living with you?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,15775,p6e31,E31. Number of non-biological children in household (partners' excluded),,"E31.       {Other than {CURRENT PARTNER}’s children, how/How} many non-biological children under 18 are living with you?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,15776,p6e32,E32. Biological children living apart from PCG?,,E32.         Do you have any biological children under 18 that are living apart from you?,1,YES,2 -->  GO TO E34,NO,-1 -->  GO TO E34,REFUSED,-2 -->  GO TO E34,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,15777,p6e33_1,E33_1. Biological child(ren) living with other biological parent,E33.         Whom are they living with?,OTHER BIOLOGICAL PARENT,1,OTHER BIOLOGICAL PARENT,2,GRANDPARENT,3,RELATIVE,4,FOSTER PARENT,91,OTHER (SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,15778,p6e33_2,E33_2. Biological child(ren) living with grandparent,E33.         Whom are they living with?,GRANDPARENT,1,OTHER BIOLOGICAL PARENT,2,GRANDPARENT,3,RELATIVE,4,FOSTER PARENT,91,OTHER (SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,15779,p6e33_3,E33_3. Biological child(ren) living with relative,E33.         Whom are they living with?,RELATIVE,1,OTHER BIOLOGICAL PARENT,2,GRANDPARENT,3,RELATIVE,4,FOSTER PARENT,91,OTHER (SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,15780,p6e33_4,E33_4. Biological child(ren) living with foster parent,E33.         Whom are they living with?,FOSTER PARENT,1,OTHER BIOLOGICAL PARENT,2,GRANDPARENT,3,RELATIVE,4,FOSTER PARENT,91,OTHER (SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,15781,p6e33_91,,E33.         Whom are they living with?,OTHER (SPECIFY),1,OTHER BIOLOGICAL PARENT,2,GRANDPARENT,3,RELATIVE,4,FOSTER PARENT,91,OTHER (SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,15782,p6e33_101,E33_101. Biological child(ren) living in a government institution,E33.         Whom are they living with?,OTHER (SPECIFY),1,OTHER BIOLOGICAL PARENT,2,GRANDPARENT,3,RELATIVE,4,FOSTER PARENT,91,OTHER (SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,15783,p6e33_102,E33_102. Biological child(ren) living independently or with peers,E33.         Whom are they living with?,OTHER (SPECIFY),1,OTHER BIOLOGICAL PARENT,2,GRANDPARENT,3,RELATIVE,4,FOSTER PARENT,91,OTHER (SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,15784,p6e33_103,"E33_103. Biological child(ren) living with other, unspecified person",E33.         Whom are they living with?,OTHER (SPECIFY),1,OTHER BIOLOGICAL PARENT,2,GRANDPARENT,3,RELATIVE,4,FOSTER PARENT,91,OTHER (SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,15785,p6e34,E34. Number of romantic relationships since last int,,E34.       Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9} how many romantic relationships have you had that lasted for at least one month? *,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,15786,p6e35,E35. Range - number of romantic relationships since last int,,E35.       I just need to have a range. Can you tell me if it was… *,1,"One or two relationships,",2,"Three or four relationships,",3,"Five or six relationships, or",4,More than six relationships?,-1 -->   GO TO E38,REFUSED,-2 -->   GO TO E38,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,15787,p6e36,E36. Lived together with romantic partner(s) since last int?,,E36.       Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9} have you lived together with {this partner/any of your partners} in {this relationship/these relationships} for one month or more?  *,1,YES,2  -->  GO TO E38,NO,-1 -->   GO TO E38,REFUSED,-2 -->   GO TO E38,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,15788,p6e37,E37. Number of cohabitating romantic partners since last int,,E37.       Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9} how many different partners have you lived with for one month or more? *,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,15789,p6e38,"E38. Had another baby, adopted, or expecting since last int?",,"E38.     Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9} have you had another baby, or adopted a child, or are you now {expecting a child/pregnant}? *",1,YES,2 -->  GO TO E42,NO,3  -->  GO TO E42,MISCARRIAGE/STILLBIRTH/ABORTION,-1 -->  GO TO E42,REFUSED,-2 -->  GO TO E42,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,15790,p6e39,E39. Number of children born since last int,,E39.     How many children have you had since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}?  Please don’t include the children you are expecting. *,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,15791,p6e40,E40. New child has same father/mother as other children?,,E40.     Does this child have the same {father/mother} as any of your other children? *,1  -->  GO TO SECTION F,YES,2  -->  GO TO SECTION F,NO,-1  -->  GO TO SECTION F,REFUSED,-2  -->  GO TO SECTION F,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,15792,p6e41,E41. New children have the same father/mother?,,E41.     Do these children have the same {father/mother}? *,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,15793,p6e42,E42. Number of fathers/mothers for all biological children,,"E42.     Thinking about all of your biological children, how many different {fathers/mothers} do they have?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,15794,p6f1,F1. Number of days nonresident parent saw youth in past month,,"F1.          During the past 30 days, on how many days has {BIOFATHER/BIOMOTHER} seen {YOUTH}?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,15795,p6f2,F2. Relationship quality with nonresident parent,,"F2.          In general, would you say that your relationship with {him/her} is excellent, very good, good, fair or poor?",1,EXCELLENT,2,VERY GOOD,3,GOOD,4,FAIR,5,POOR,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,15796,p6f3,F3. Kind of parent nonresident parent is to youth?,,F3.          Please think about the kind of {father/mother} you feel that {BIOFATHER/BIOMOTHER} is to {YOUTH}.  Would you say that {he/she} is…,1,"An excellent {father/mother},",2,"A very good {father/mother},",3,"A good {father/mother}, or",4,Not a very good {father/mother}?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,15797,p6f4,F4. Asked nonresident parent to spend more time with youth in past year?,,"F4.          In the past year, have you asked {BIOFATHER/BIOMOTHER} to spend more time with {YOUTH}?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,15798,p6f5,F5. Refused to let nonresident parent see youth in past year?,,"F5.          In the past year, have you refused to let {BIOFATHER/BIOMOTHER} see {YOUTH}?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,15799,p6f6,F6. Nonresident parent's influence on youth's school,,F6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,15800,p6f7,F7. Nonresident parent's influence on youth's religion,,F7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,15801,p6f8,F8. Nonresident parent's influence on youth's health care,,F8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,15802,p6f9,F9. Have child support order for nonresident parent?,,F9.          Do you have a legal agreement or child support order that requires {BIOFATHER/BIOMOTHER} to provide financial support to {YOUTH}?,1,YES,2 -->  GO TO F19,NO,-1 -->  GO TO F19,REFUSED,-2 -->  GO TO F19,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,15803,p6f10,F10. Amount of child support nonresident parent paid past year (dollars),,"F10.       In the past year, how much money has {FATHER/MOTHER} paid as part of this legally agreed upon child support?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,15804,p6f11,F11. Range - child support nonresident parent paid in past year,,F11.       I just need to have a range. Can you tell me if it was…,1,Less than $500,2,$500 to $1000,3,"$1,001 to $2,000",4,"$2,001 to $3,000",5,"$3,001 to $4,000",6,"$4,001 to $5,000",7,"$5,001 to $10,000",8,"More than $10,000",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,15805,p6f12,F12. How often nonresident parent pays child support on time?,,F12.       How often does {BIOFATHER/BIOMOTHER} pay on time? Is it…,1,"All of the time,",2,"More than half of the time,",3,"About half of the time,",4,"Less than half the time, or",5,Never?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,15806,p6f13,F13. Nonresident parent paid informal child support in past year?,,"F13.       In the past year, has {BIOFATHER/BIOMOTHER} given money or other financial support to you directly {instead of/in addition to} paying formal child support?",1,YES,2 -->  GO TO F16,NO,-1 -->  GO TO F16,REFUSED,-2 -->  GO TO F16,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,15807,p6f14,F14. Money given directly by nonresident parent in past year (dollars),,"F14.       Not including money that {BIOFATHER/BIOMOTHER} paid as part of the formal child support, how much money did you receive from {BIOFATHER/BIOMOTHER} in the past year?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,15808,p6f15,F15. Range - money given directly by nonresident parent in past year,,F15.       I just need to have a range. Can you tell me if it was…,1,"Less than $500,",2,"$500 to $1000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,15809,p6f16,F16. Nonresident parent has arrears on child support?,,"F16.       Does {BIOFATHER/BIOMOTHER} have any arrears on the child support that {he/she} is supposed to pay to you, or does {he/she} owe anything to the welfare department for unpaid monthly support or for reimbursing medical costs?",1,YES,2 -->  GO TO F22,NO,-1 -->  GO TO F22,REFUSED,-2 -->  GO TO F22,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,15810,p6f17,F17. Amount of arrears on child support (dollars),,F17.       What is the amount of the arrears?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,15811,p6f18,F18. Range - amount of arrears on child support,,F18.       I just need to have a range. Can you tell me if it was…,1,"Less than $500,",2,"$500 to $1000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,15812,p6f19,F19. Nonresident parent paid anything to support youth in past year?,,F19.       Has {FATHER/MOTHER} paid anything toward {YOUTH}’s support in the past 12 months?,1,YES,2 -->  GO TO F22,NO,-1 -->  GO TO F22,REFUSED,-2 -->  GO TO F22,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,15813,p6f20,F20. Amount nonresident parent paid to support youth in past year (dollars),,F20.         How much was paid for {YOUTH}’s support in the past 12 months?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,15814,p6f21,F21. Range - nonresident parent support to youth in past year,,F21.       I just need to have a range. Can you tell me if it was…,1,"Less than $500,",2,"$500 to $1000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,15815,p6f22,F22. How often nonresident parent buys personal items for youth?,,"F22.       {Fathers/Mothers} may provide all sorts of items that children need, such as food, clothes, school supplies, camp or school tuition, gifts or other personal items. How often does {BIOFATHER/BIOMOTHER} buy or pay for any of these items for {YOUTH}?",1,"Often,",2,"Sometimes, or",3 -->  GO TO F24A,Never?,-1 -->  GO TO F24A,REFUSED,-2 -->  GO TO F24A,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,15816,p6f23,F23. Amount nonresident parent paid for personal items in past year (dollars),,"F23.       Approximately, how much do you think {FATHER/MOTHER} paid for these items in the past 12 months?",-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,15817,p6f25,F25. Miles nonresident parent lives from youth,,F25.       Approximately how many miles from your home does {BIOFATHER/BIOMOTHER} live?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,15818,p6f26,F26. What was nonresident parent doing most of last week?,,"F26.       What was {BIOFATHER/BIOMOTHER} doing most of last week – working at a regular job, going to school, or something else?",0,NOTHING,1  -->  GO TO F28,WORKING AT A REGULAR JOB,2,LOOKING FOR WORK,3,IN SCHOOL,4,UNABLE TO WORK,5,IN JAIL/PRISON,6,STAY AT HOME PARENT,7  -->  GO TO F28,WORKING AND IN SCHOOL,8  -->  GO TO F28,TAKING TIME OFF WORK (ILLNESS/VACATION),91,OTHER,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
