,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94,val95,lab95,val96,lab96,val97,lab97,val98,lab98,val99,lab99
231,6904,f4c1a,INT CHK: IS MOTHER DECEASED?,"C1.           ARE FATHER AND MOTHER CURRENTLY LIVING TOGETHER ALL, MOST, OR SOME OF THE TIME?",C1A.        IS MOTHER DECEASED?,1  -->  GO TO SECTION E,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,6905,f4c1b,INT CHK: DOES MOTHER HAVE PRIMARY CUSTODY OF CHILD?,"C1.           ARE FATHER AND MOTHER CURRENTLY LIVING TOGETHER ALL, MOST, OR SOME OF THE TIME?",C1B.        DOES MOTHER HAVE PRIMARY CUSTODY OF CHILD?,1  -->  GO TO C33A,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,6906,f4c2,Has mother seen child in last two years?,"C2.           Now, I’d like to ask you some questions about (MOTHER) and her relationship to (CHILD).","C2.           Now, I’d like to ask you some questions about (MOTHER) and her relationship to (CHILD).",1,YES,2  -->  GO TO C8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,6907,f4c2a,"In past month, how many days has mother seen child?","C2.           Now, I’d like to ask you some questions about (MOTHER) and her relationship to (CHILD).","C2A.        During the past 30 days, on how many days has (MOTHER) seen (CHILD)?",|___|___|  -->  GO TO C2C,NUMBER OF DAYS,0,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,6908,f4c2b1,When did mother last see child? (month),"C2.           Now, I’d like to ask you some questions about (MOTHER) and her relationship to (CHILD).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,6909,f4c2b2,When did mother last see child? (year),"C2.           Now, I’d like to ask you some questions about (MOTHER) and her relationship to (CHILD).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,6910,f4c2c,Has child stayed overnight with mother in last 2 years?,"C2.           Now, I’d like to ask you some questions about (MOTHER) and her relationship to (CHILD).",C2C.        Has (CHILD) stayed overnight with (MOTHER) (since [DATE OF LAST INTERVIEW]/during the last two years)?,1,YES,2  -->  GO TO C2E,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,6911,f4c2d,How many nights altogether has child spent with mother in last 2yrs?,"C2.           Now, I’d like to ask you some questions about (MOTHER) and her relationship to (CHILD).",C2D.        How many nights altogether has (CHILD) spent with (MOTHER) (since [DATE OF LAST INTERVIEW]/during the last two years)?,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,6912,f4c2d1,"How many nights has child spent with mother in last 2 yrs, range?","C2.           Now, I’d like to ask you some questions about (MOTHER) and her relationship to (CHILD).",C2D1.     I just need a range.  Would you say…,1,"1 - 3 nights,",2,"4 - 11 nights,",3,"12 - 24 nights, or",4,25 or more nights?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,6913,f4c2e,INT CHK: DID MOTHER SEE CHILD MORE THAN ONCE DURING PAST MONTH?,"C2.           Now, I’d like to ask you some questions about (MOTHER) and her relationship to (CHILD).",C2E.        DID MOTHER SEE CHILD MORE THAN ONCE DURING THE PAST MONTH?,1,YES,2  -->  GO TO C5A,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,6914,f4c2f,What kind of mother do you think mother is to child?,"C2.           Now, I’d like to ask you some questions about (MOTHER) and her relationship to (CHILD).",C2F.        Please think about the kind of mother you feel that (MOTHER) is to (CHILD).  Would you say that she is . . .,1,"An excellent mother,",2,"A very good mother,",3,"A good mother, or",4,Not a good mother?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,6915,f4c3a,Days/week: mother sings songs/nursery rhymes with child?,C3.           Now I would like to ask you some questions about things (MOTHER) may do with (CHILD).,C3A.,,Sing songs or nursery   rhymes with (CHILD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,6916,f4c3b,Days/week: mother reads stories with child?,C3.           Now I would like to ask you some questions about things (MOTHER) may do with (CHILD).,C3B.,,Read stories to   (CHILD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,6917,f4c3c,Days/week: mother tells stories to child?,C3.           Now I would like to ask you some questions about things (MOTHER) may do with (CHILD).,C3C.,,Tell stories to   (him/her),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,6918,f4c3d,Days/week: mother plays inside with toys with child?,C3.           Now I would like to ask you some questions about things (MOTHER) may do with (CHILD).,C3D.,,Play inside with toys   such as blocks or legos with (CHILD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,6919,f4c3e,Days/week: mother tells child she appreciated something child did?,C3.           Now I would like to ask you some questions about things (MOTHER) may do with (CHILD).,C3E.,,(he/she) did,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,6920,f4c3f,Days/week: mother plays outside in yard/park/playground with child?,C3.           Now I would like to ask you some questions about things (MOTHER) may do with (CHILD).,C3F.,,"Play outside in the   yard, park, or playground with (CHILD)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,6921,f4c3g,Days/week: mother takes child on outing/activity/event?,C3.           Now I would like to ask you some questions about things (MOTHER) may do with (CHILD).,C3G.,,"Take (CHILD) on an   outing, such as shopping, or to a restaurant, church, museum, or special   activity or event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,6922,f4c3h,Days/week: mother watches TV/video together with child?,C3.           Now I would like to ask you some questions about things (MOTHER) may do with (CHILD).,C3H.,,Watch TV or a video   together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,6923,f4c4,"In past month, has mother spanked child because misbehaving?","C4.           Sometimes children behave pretty well and sometimes they don’t.  In the past month, has (MOTHER) spanked (CHILD) because (he/she) was misbehaving or acting up?","C4.           Sometimes children behave pretty well and sometimes they don’t.  In the past month, has (MOTHER) spanked (CHILD) because (he/she) was misbehaving or acting up?",1,YES,2,NO,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,6924,f4c4a,How often did mother spank child?,"C4.           Sometimes children behave pretty well and sometimes they don’t.  In the past month, has (MOTHER) spanked (CHILD) because (he/she) was misbehaving or acting up?",C4A.        Did she do this . . .,1,"Every day or nearly every day,",2,"A few times a week,",3,"A few times this past month, or",4,Only once or twice?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,6925,f4c5,"In past month, how often has mother spent 1+ hrs/day with child?","C5.           In the past month, how often has (MOTHER) spent one or more hours a day with (CHILD)?  Was it . . .","C5.           In the past month, how often has (MOTHER) spent one or more hours a day with (CHILD)?  Was it . . .",1,"Every day or nearly every day,",2,"A few times a week,",3,"A few times this past month,",4,"Once or twice, or",5,Not at all?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,6926,f4c5a,INT CHK: DOES MOTHER SEE CHILD FREQUENTLY?,"C5.           In the past month, how often has (MOTHER) spent one or more hours a day with (CHILD)?  Was it . . .",C5A.        DOES MOTHER SEE CHILD FREQUENTLY?,1  -->  GO TO C6,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,6927,f4c5b,What is main reason mother doesn't see child more often?,"C5.           In the past month, how often has (MOTHER) spent one or more hours a day with (CHILD)?  Was it . . .",C5B.   What is the main reason (MOTHER) doesn’t see (CHILD) more often?,1,TO SEE CHILD,2,ACKNOWLEDGE CHILD,3,CHILD DOESN’T WANT TO SEE MOTHER,4,MOTHER LIVES TOO FAR AWAY,5,OR HAS TIME CONFLICTS,6,ENOUGH MONEY,7,PARENTS DON’T GET ALONG,8,PARTNER OBJECTS,9,PARTNER OBJECTS,10,OTHER (SPECIFY),101,MOTHER INCARCERATED,102,VISITATION/CUSTODY AGREEMENT,103,COURT ORDER,104,HEALTH REASONS,105,MOTHER ON ALCOHOL/DRUGS,106,MOTHER FAMILY ISSUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,6928,f4c6,Have you ever asked mother to spend more time with child?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,6929,f4c6a,Have you ever refused to let mother see child?,,C6A.        Have you ever asked (MOTHER) to spend more time with (CHILD)?,1,YES,2,NO,101,MOTHER DOESN’T SHOW,102,COURT ORDER,103,"SAFETY, HOUSING, LIFESTYLE",104,MOTHER’S NEW FAMILY,1,YES,2  -->  GO TO C7,NO,-10  -->  GO TO C7,DURING THE LAST TWO YEARS,1,INCONVENIENT/TIME CONFLICT,2,CHILD ILL,3,CHILD DIDN’T WANT TO VISIT MOTHER,4,MOTHER NOT GOOD WITH CHILD,5,"MOTHER DRUNK, VIOLENT, ABUSIVE",6,OTHER (NOT SPECIFIED),1  -->  GO TO C7E,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,6930,f4c6a1,How many times have you refused to let mother see child in last 2 years?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,6931,f4c6a2,Why do you refuse to let mother see child?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,6932,f4c7,INT CHK: HAS MOTHER SPENT LESS THAN ONE HOUR WITH CHILD IN PAST MONTH?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,6933,f4c7a,How often does mother look after child when you need to do things?,,C7A.,,How often does she look   after (CHILD) when you need to do things?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,6934,f4c7b,How often does mother run errands for you?,,C7B.,,How   often does she run errands (for you) like picking things up from the store?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,6935,f4c7c,How often does mother fix things around home/paint/make look nicer?,,C7C.,,"How   often does she fix things around your home, paint, or help make it look nicer   in other ways?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,6936,f4c7d,How often does mother take child places he/she needs to go?,,C7D.,,"How   often does she take (CHILD) places (he/she) needs to go, such as to daycare   or the doctor?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,6937,f4c7e,INT CHK: DID CHILD LIVE WITH MOTHER AT BIRTH AND CURRENTLY LIVES WITH MOTHER?,,C7E.        DID CHILD LIVE WITH MOTHER AT BIRTH AND IS CHILD CURRENTLY LIVING WITH MOTHER?,1,YES,2  -->  GO TO C8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,6938,f4c7f,Was mother ever separated from child for any period of 2 weeks+?,,C7F.        Was (MOTHER) ever separated from (CHILD) for any period of two weeks or more?,1,YES,2  -->  GO TO C8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,6939,f4c7g,How many times were mother and child separated?,,C7G.   How many times were (MOTHER) and (CHILD) separated?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,6940,f4c7h1,How old was child during 1st separation? (months),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,6941,f4c7h2,How old was child during 1st separation? (years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,6942,f4c8,INT CHK: WERE FATHER AND MOTHER MARRIED AT LAST INTERVIEW,C8.      WERE FATHER AND MOTHER MARRIED AT LAST INTERVIEW OR WAS        FATHER NEVER INTERVIEWED?,C8.      WERE FATHER AND MOTHER MARRIED AT LAST INTERVIEW OR WAS        FATHER NEVER INTERVIEWED?,1  -->  GO TO C11,"YES, MARRIED",2,NO,-10  -->  GO TO C10,FATHER NEVER INTERVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,6943,f4c9,INT CHK: WAS PATERNITY ESTABLISHED AT LAST INTERVIEW?,C9.      WAS PATERNITY ESTABLISHED AT LAST INTERVIEW?,C9.      WAS PATERNITY ESTABLISHED AT LAST INTERVIEW?,1  -->  GO TO C11,YES,2,NO,-10,NO PATERNITY INDICATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,6944,f4c10a,Has your legal paternity been established?,C10.        My next questions are about the legal arrangements you and (MOTHER) have regarding (CHILD).,"C10A.      Has (YOUR) legal paternity been established?  That is, did you sign any document that identifies you as the legal father of (CHILD)?  Or, has a court ruled that you are the father?",1  -->  GO TO C11,"YES, LEGAL PATERNITY",2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,6945,f4c10a1,What is primary reason legal paternity not established?,C10.        My next questions are about the legal arrangements you and (MOTHER) have regarding (CHILD).,C10A1.   What is the primary reason that legal paternity has not been established?,1  -->  GO TO C11,TO RECEIVE PAYMENTS DIRECTLY,2,INVOLVED,3,INVOLVED,4,OTHER (NOT SPECIFIED),101,IN PROCESS,102,FATHER INCARCERATED,103,NO NEED,104,LIVES WITH CHILD,105,DIDN’T GET TO IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
